Type	lambda	s	a	b	r	E[N]	Var[N]	P[N=0]	E[T]	Var[T]	E[T^r]
Uniform	1	37.85	-0.75	0.75	0.5	1.50198150594452	1.47240811867746	0.219376472265721	0.999840063598486	0.944171719183804	0.889051856308307
Uniform	1	38.05	-0.75	0.75	0.5	1.49934296977661	1.46998295692955	0.219980123493553	0.999841684283872	0.944099713553129	0.8890629453461
Uniform	1	38.25	-0.75	0.75	0.5	1.49673202614379	1.46755521380666	0.220575946159698	0.999843304969267	0.943639269573664	0.889228935072687
Uniform	1	38.45	-0.75	0.75	0.5	1.49934980494148	1.47031339570922	0.22001514793728	0.999844925654656	0.943530278979078	0.889294738933456
Uniform	1	38.65	-0.75	0.75	0.5	1.5019404915912	1.47298959548407	0.219455583191075	0.999847599841058	0.946171046221245	0.88908358951604
Uniform	1	38.85	-0.75	0.75	0.5	1.5019305019305	1.47311459280571	0.219472981744425	0.999855952791237	0.94967661292904	0.888596111035773
Uniform	1	39.05	-0.75	0.75	0.5	1.49935979513445	1.47074649034938	0.220060742132818	0.999864305741409	0.953239490728369	0.888150887728432
Uniform	1	39.25	-0.75	0.75	0.5	1.4968152866242	1.46837599902633	0.220641072778282	0.999872658691581	0.955231559936742	0.888182879760721
Uniform	1	39.45	-0.75	0.75	0.5	1.49936628643853	1.47106041402619	0.220094005859073	0.999881011641746	0.95785166981975	0.888192420161765
Uniform	1	39.65	-0.75	0.75	0.5	1.50189155107188	1.47366696933604	0.219548117305595	0.999889364591929	0.961446866697131	0.887296432964639
Uniform	1	39.85	-0.75	0.75	0.5	1.50188205771644	1.47378579333731	0.219564652944603	0.999897717542096	0.961793117561872	0.887922984854479
Logistic	1	0.05	-0.75	0.75	0.5	1.01338509007189	0.0132967251734341	6.03642427064373e-007	1.00000355981894	0.0165776923591145	0.99789001605194
Logistic	1	0.25	-0.75	0.75	0.5	1.45481206392594	0.491748971920485	0.0501307575138974	1.00001575006159	0.297796578349886	0.953383550849261
Logistic	1	0.45	-0.75	0.75	0.5	1.49843047182406	0.789133773850243	0.119819474595305	1.00000168433305	0.498805270691969	0.926382659492978
Logistic	1	0.65	-0.75	0.75	0.5	1.49995625342395	0.96856200375363	0.152327413202796	1.0000159814913	0.609561139963403	0.914502941783136
Logistic	1	0.85	-0.75	0.75	0.5	1.49999889611522	1.08014711155365	0.169559016063802	1.00003115494163	0.678330323504512	0.908261684897487
Logistic	1	1.05	-0.75	0.75	0.5	1.49999997368713	1.15444324754648	0.180181945840728	1.00004632839197	0.723696714616992	0.904548989072631
Logistic	1	1.25	-0.75	0.75	0.5	1.49999999939555	1.20696171844105	0.187352278438483	1.00006150184229	0.759832288610167	0.901468716437999
Logistic	1	1.45	-0.75	0.75	0.5	1.49999999998647	1.24587757540859	0.192499768799211	1.00006953177121	0.789634785393221	0.899723800495106
Logistic	1	1.65	-0.75	0.75	0.5	1.4999999999997	1.27579739842363	0.196366642613671	1.00007086827028	0.810971054265747	0.897647739171212
Logistic	1	1.85	-0.75	0.75	0.5	1.49999999999999	1.29948408856539	0.199374280573875	1.00005521674746	0.823217261178391	0.89688996481468
Logistic	1	2.05	-0.75	0.75	0.5	1.5	1.31868494136483	0.201778623460152	1.00003748980713	0.833624316448422	0.896948966750202
Logistic	1	2.25	-0.75	0.75	0.5	1.5	1.33455498057083	0.203743678452957	1.0000239137018	0.848863805740233	0.895351538793214
Logistic	1	2.45	-0.75	0.75	0.5	1.5	1.34788655470808	0.205379210744357	1.00000933606862	0.862665751280329	0.894696265259575
Logistic	1	2.65	-0.75	0.75	0.5	1.5	1.3592405046328	0.206761369063394	1.00002115638256	0.876084869112717	0.893416494781577
Logistic	1	2.85	-0.75	0.75	0.5	1.5	1.3690245479914	0.207944596564711	0.999996401444874	0.885935974819682	0.892374244036957
Logistic	1	3.05	-0.75	0.75	0.5	1.5	1.37754197940092	0.208968827426877	1.00000547590077	0.890889551086073	0.892157586709955
Logistic	1	3.25	-0.75	0.75	0.5	1.5	1.3850229674614	0.2098640056434	1.00002550645166	0.892854726441533	0.892000943192495
Logistic	1	3.45	-0.75	0.75	0.5	1.5	1.39164527010026	0.210653017896251	1.00003166160217	0.893950509514789	0.891989792090079
Logistic	1	3.65	-0.75	0.75	0.5	1.5	1.39754830643755	0.211353652645153	1.00003349705737	0.905091611636445	0.891833494711376
Logistic	1	3.85	-0.75	0.75	0.5	1.5	1.40284293783799	0.211979942157591	1.00002350646423	0.917699974214644	0.891139938529064
Logistic	1	4.05	-0.75	0.75	0.5	1.5	1.40761840698173	0.21254310253693	1.00001087522715	0.926946122831732	0.890557221928301
Logistic	1	4.25	-0.75	0.75	0.5	1.5	1.41194735171659	0.213052205340959	0.999998243990065	0.932610897484745	0.889504385414419
Logistic	1	4.45	-0.75	0.75	0.5	1.5	1.41588948807301	0.213514666016557	0.999985612752982	0.931961711461247	0.889727302089024
Logistic	1	4.65	-0.75	0.75	0.5	1.5	1.41949435635629	0.213936604831198	0.999972981515897	0.931887700715615	0.890264753777113
Logistic	1	4.85	-0.75	0.75	0.5	1.5	1.42280339661364	0.21432311746727	0.999953314841984	0.943938372097778	0.889100726900297
Logistic	1	5.05	-0.75	0.75	0.5	1.5	1.42585153678267	0.214678480572603	0.999916683013283	0.952056609433047	0.888041610298678
Logistic	1	5.25	-0.75	0.75	0.5	1.5	1.42866842180018	0.215006309786482	0.99989646328391	0.954545760012474	0.888483789283947
Logistic	1	5.45	-0.75	0.75	0.5	1.5	1.43127937480823	0.215309682572576	0.999903947218537	0.952743003044273	0.888189859832682
Logistic	1	5.65	-0.75	0.75	0.5	1.5	1.43370615611356	0.215591234667282	0.999909825330486	0.950534389522058	0.888872467931113
Logistic	1	5.85	-0.75	0.75	0.5	1.5	1.43596756781009	0.215853236521459	0.999899347749989	0.947898481173924	0.888838300143812
Logistic	1	6.05	-0.75	0.75	0.5	1.5	1.43807993944189	0.216097654411656	0.999914853930366	0.941253396715843	0.889013031930743
Logistic	1	6.25	-0.75	0.75	0.5	1.5	1.4400575211193	0.216326199689198	0.999934077017156	0.939357868169485	0.889460645443722
Logistic	1	6.45	-0.75	0.75	0.5	1.5	1.44191280401104	0.216540368767337	0.999930294419895	0.944264389064664	0.889157889603374
Logistic	1	6.65	-0.75	0.75	0.5	1.5	1.44365678338387	0.21674147581554	0.999941805021652	0.949866437767586	0.888742229321854
Logistic	1	6.85	-0.75	0.75	0.5	1.5	1.44529917584731	0.216930679665921	0.999940660148795	0.9511853629157	0.889028821357462
Logistic	1	7.05	-0.75	0.75	0.5	1.5	1.44684859983564	0.217109006092259	0.999936007987679	0.953560985139707	0.888312174510284
Logistic	1	7.25	-0.75	0.75	0.5	1.5	1.44831272638096	0.217277366363677	0.99992662483886	0.958062264901146	0.888342010805781
Logistic	1	7.45	-0.75	0.75	0.5	1.5	1.44969840572635	0.217436572779646	0.999921842167748	0.966405385860219	0.887879613922529
Logistic	1	7.65	-0.75	0.75	0.5	1.5	1.4510117741756	0.217587351743893	0.999934829507096	0.971980957294495	0.887544414726498
Logistic	1	7.85000000000001	-0.75	0.75	0.5	1.5	1.45225834468484	0.217730354820175	0.999954114492844	0.971041170926001	0.887699118770687
Logistic	1	8.05	-0.75	0.75	0.5	1.5	1.4534430840095	0.217866168124072	0.999982165828373	0.971717817301617	0.8872732993858
Logistic	1	8.25	-0.75	0.75	0.5	1.5	1.45457047867663	0.217995320335724	0.999977742530684	0.970359410756764	0.88796472781116
Logistic	1	8.45	-0.75	0.75	0.5	1.5	1.45564459162577	0.218118289564006	0.999973468509989	0.971734079994536	0.887475206820752
Logistic	1	8.65	-0.75	0.75	0.5	1.5	1.45666911102185	0.218235509249647	0.999958258122006	0.971285063051929	0.887733903004768
Logistic	1	8.85	-0.75	0.75	0.5	1.5	1.45764739247329	0.218347373260677	0.999940337873046	0.969961363231597	0.887213304597919
Logistic	1	9.05	-0.75	0.75	0.5	1.5	1.4585824956715	0.218454240306158	0.999922417624076	0.964971015707486	0.887705796232169
Logistic	1	9.25	-0.75	0.75	0.5	1.5	1.45947721629266	0.218556437772278	0.999920229312375	0.959418249167545	0.887855378472685
Logistic	1	9.45	-0.75	0.75	0.5	1.5	1.46033411386143	0.218654265067093	0.999934784860239	0.957213327262417	0.887982705678721
Logistic	1	9.65	-0.75	0.75	0.5	1.5	1.46115553616005	0.218747996545756	0.9999390481965	0.961518285137997	0.88822881924775
Logistic	1	9.85	-0.75	0.75	0.5	1.5	1.46194364067241	0.218837884076398	0.999943311532764	0.973716743161849	0.887225510514981
Logistic	1	10.05	-0.75	0.75	0.5	1.5	1.46270041347475	0.218924159297037	0.999947574869021	0.982475918265935	0.886535808179202
Logistic	1	10.25	-0.75	0.75	0.5	1.5	1.46342768592062	0.219007035606134	0.99995183820528	0.980743054213949	0.887350483593547
Logistic	1	10.45	-0.75	0.75	0.5	1.5	1.46412714941474	0.219086709922694	0.99995576240303	0.975510678902513	0.887472549228236
Logistic	1	10.65	-0.75	0.75	0.5	1.5	1.4648003685264	0.219163364246471	0.999960364877805	0.973062355635313	0.886944885020952
Logistic	1	10.85	-0.75	0.75	0.5	1.5	1.46544879265585	0.219237167044248	0.99996367787992	0.962597468628666	0.888230355645707
Logistic	1	11.05	-0.75	0.75	0.5	1.5	1.4660737664367	0.219308274484415	0.999955305991927	0.963835538827465	0.888363961925781
Logistic	1	11.25	-0.75	0.75	0.5	1.5	1.46667653903118	0.219376831538837	0.999931217533465	0.961928866918031	0.888319978175016
Logistic	1	11.45	-0.75	0.75	0.5	1.50000000000001	1.46725827245321	0.219442972968373	0.999963750342583	0.959627651941056	0.888478512087923
Logistic	1	11.65	-0.75	0.75	0.5	1.5	1.46782004903602	0.219506824206126	0.999981681559118	0.959765370842558	0.888153586620909
Logistic	1	11.85	-0.75	0.75	0.5	1.5	1.46836287814496	0.219568502150585	0.999985944895368	0.963092243144856	0.888547129247411
Logistic	1	12.05	-0.75	0.75	0.5	1.5	1.46888770222313	0.21962811587922	0.999989713225889	0.97185612491629	0.88705805124862
Logistic	1	12.25	-0.75	0.75	0.5	1.5	1.46939540224588	0.219685767291656	0.999991755418667	0.974346228424256	0.887224136865014
Logistic	1	12.45	-0.75	0.75	0.5	1.5	1.46988680265049	0.219741551690427	0.999998642529502	0.972269284607646	0.887780442712771
Logistic	1	12.65	-0.75	0.75	0.5	1.49999999999999	1.47036267579904	0.219795558306247	0.999986299589743	0.968518301448161	0.888857814182865
Logistic	1	12.85	-0.75	0.75	0.5	1.5	1.47082374602522	0.219847870773889	1.00000432533426	0.965924117584497	0.888937538334647
Logistic	1	13.05	-0.75	0.75	0.5	1.5	1.47127069330953	0.219898567564015	0.999976116058486	0.968081991547659	0.88813904841211
Logistic	1	13.25	-0.75	0.75	0.5	1.5	1.47170415662231	0.219947722375621	0.999949287343632	0.964323484555436	0.888135044436433
Logistic	1	13.45	-0.75	0.75	0.5	1.5	1.47212473696886	0.219995404493236	0.999936949928259	0.960757730858781	0.888544456023993
Logistic	1	13.65	-0.75	0.75	0.5	1.5	1.47253300016724	0.220041679112525	0.99992461251289	0.95575384566447	0.888741375837149
Logistic	1	13.85	-0.75	0.75	0.5	1.5	1.47292947938579	0.220086607637484	0.999921168123218	0.956364986744765	0.888978674780262
Logistic	1	14.05	-0.75	0.75	0.5	1.5	1.47331467746423	0.220130247952087	0.999947003855693	0.960060452287915	0.888687214481842
Logistic	1	14.25	-0.75	0.75	0.5	1.5	1.47368906903948	0.220172654668934	0.999954282623246	0.965334034452076	0.88753644674032
Logistic	1	14.45	-0.75	0.75	0.5	1.5	1.47405310249529	0.220213879357083	0.999960974043067	0.967621075454487	0.88783863415443
Logistic	1	14.65	-0.75	0.75	0.5	1.5	1.47440720175225	0.220253970751145	0.999980271753813	0.968065880122754	0.887421080297259
Logistic	1	14.85	-0.75	0.75	0.5	1.5	1.47475176791351	0.220292974943339	0.99998693556568	0.96468789407712	0.887641731933648
Logistic	1	15.05	-0.75	0.75	0.5	1.5	1.47508718077919	0.22033093556018	0.999988106370161	0.962822904074274	0.887867258161348
Logistic	1	15.25	-0.75	0.75	0.5	1.5	1.47541380024201	0.220367893925145	1.00000161269477	0.966187638175487	0.887759794671345
Logistic	1	15.45	-0.75	0.75	0.5	1.5	1.47573196757449	0.220403889208652	1.00001912006669	0.97458899778134	0.887289659078275
Logistic	1	15.65	-0.75	0.75	0.5	1.49999999999999	1.47604200661761	0.220438958566465	1.00000038223223	0.975229107852404	0.888096875746744
Logistic	1	15.85	-0.75	0.75	0.5	1.49999999999999	1.47634422487962	0.220473137267549	0.999992789588077	0.978930594945242	0.887736863231231
Logistic	1	16.05	-0.75	0.75	0.5	1.5	1.47663891455266	0.220506458812331	0.999993960392542	0.980828884360577	0.888052490601206
Logistic	1	16.25	-0.75	0.75	0.5	1.5	1.47692635345452	0.22053895504217	0.999995131197019	0.981752358305175	0.887204585118861
Logistic	1	16.45	-0.75	0.75	0.5	1.5	1.47720680590171	0.220570656240777	0.999996302001504	0.987305510304479	0.886895692305629
Logistic	1	16.65	-0.75	0.75	0.5	1.5	1.4774805235196	0.220601591228318	0.999997472805973	0.987972685595243	0.887467546269271
Logistic	1	16.85	-0.75	0.75	0.5	1.49999999999999	1.47774774599509	0.220631787448753	0.999998643610462	0.988185269742477	0.887395362726629
Logistic	1	17.05	-0.75	0.75	0.5	1.5	1.47800870177619	0.220661271051004	0.99999574212059	0.984483130619843	0.887985940965034
Logistic	1	17.25	-0.75	0.75	0.5	1.49999999999999	1.47826360872304	0.220690066964449	1.00001266636601	0.983884465780924	0.88752416027263
Logistic	1	17.45	-0.75	0.75	0.5	1.5	1.47851267471424	0.220718198969186	1.00003885413687	0.97737377563707	0.887802528645461
Logistic	1	17.65	-0.75	0.75	0.5	1.49999999999999	1.4787560982119	0.220745689761511	1.00005215152455	0.971407073475033	0.888299284879265
Logistic	1	17.85	-0.75	0.75	0.5	1.5	1.47899406878889	0.220772561014944	1.00002051029656	0.970090239440651	0.888123641967354
Logistic	1	18.05	-0.75	0.75	0.5	1.5	1.47922676762084	0.220798833437212	0.999983931283483	0.972723650530559	0.887846022407121
Logistic	1	18.25	-0.75	0.75	0.5	1.49999999999999	1.47945436794603	0.220824526823435	0.999964547967425	0.972820666223498	0.887612913568047
Logistic	1	18.45	-0.75	0.75	0.5	1.5	1.47967703549529	0.220849660105853	0.999975372352497	0.973970661585284	0.88776388767795
Logistic	1	18.65	-0.75	0.75	0.5	1.49999999999999	1.47989492889427	0.220874251400335	0.999996581369747	0.970885742404417	0.888678951308699
Logistic	1	18.85	-0.75	0.75	0.5	1.49999999999999	1.48010820004012	0.220898318049893	1.00001441721405	0.969810711648374	0.887886525281018
Logistic	1	19.05	-0.75	0.75	0.5	1.5	1.48031699445448	0.220921876665483	1.00003225305838	0.973168141893715	0.887272810877211
Logistic	1	19.25	-0.75	0.75	0.5	1.5	1.48052145161446	0.220944943164201	1.0000500889027	0.977144936279784	0.887107266883506
Logistic	1	19.45	-0.75	0.75	0.5	1.5	1.48072170526322	0.22096753280515	1.00006792474702	0.983983435030898	0.886857879948432
Logistic	1	19.65	-0.75	0.75	0.5	1.5	1.48091788370162	0.220989660223077	1.00008576059133	0.988878972149098	0.886646507380134
Logistic	1	19.85	-0.75	0.75	0.5	1.5	1.48111011006218	0.221011339460002	1.00010359643565	0.987016883023021	0.88702934557638
Logistic	1	20.05	-0.75	0.75	0.5	1.5	1.48129850256681	0.22103258399489	1.00012143227997	0.984409001936869	0.887453215856759
Logistic	1	20.25	-0.75	0.75	0.5	1.49999999999999	1.48148317476904	0.221053406771622	1.00013926812429	0.980519399557026	0.888289641595622
Logistic	1	20.45	-0.75	0.75	0.5	1.5	1.48166423578226	0.221073820225266	1.00014799383665	0.982405117307768	0.887872818788241
Logistic	1	20.65	-0.75	0.75	0.5	1.5	1.48184179049461	0.221093836306842	1.00015335305919	0.992283906195691	0.887151787302081
Logistic	1	20.85	-0.75	0.75	0.5	1.5	1.48201593977152	0.221113466506636	1.00015814504002	0.996076399263292	0.887374944736462
Logistic	1	21.05	-0.75	0.75	0.5	1.5	1.48218678064667	0.221132721876204	1.00015230814725	0.996927433031031	0.886966237407965
Logistic	1	21.25	-0.75	0.75	0.5	1.5	1.48235440650232	0.221151613049095	1.00014647125447	0.993513021090855	0.887473850849798
Logistic	1	21.45	-0.75	0.75	0.5	1.5	1.48251890723931	0.221170150260443	1.0001406343617	0.986022964644598	0.887640374491153
Logistic	1	21.65	-0.75	0.75	0.5	1.5	1.48268036943793	0.221188343365439	1.00013479746892	0.979499524814321	0.887751617682689
Logistic	1	21.85	-0.75	0.75	0.5	1.5	1.48283887650973	0.221206201856808	1.00012896057615	0.979701865171418	0.887828021615976
Logistic	1	22.05	-0.75	0.75	0.5	1.5	1.48299450884113	0.221223734881321	1.00012312368336	0.986495206928666	0.886644617208582
Logistic	1	22.25	-0.75	0.75	0.5	1.5	1.48314734392946	0.221240951255397	1.00012390022238	0.986701103434299	0.886963535172836
Logistic	1	22.45	-0.75	0.75	0.5	1.5	1.48329745651144	0.221257859479898	1.00011144989782	0.986091319702529	0.887001452506817
Logistic	1	22.65	-0.75	0.75	0.5	1.5	1.48344491868504	0.221274467754121	1.00010561300503	0.9871867116168	0.886661486243946
Logistic	1	22.85	-0.75	0.75	0.5	1.5	1.483589800025	0.221290783989035	1.00009803222806	0.987701960890031	0.887197771971108
Logistic	1	23.05	-0.75	0.75	0.5	1.5	1.48373216769214	0.221306815819868	1.00008858335559	0.985899739243004	0.886966126565121
Logistic	1	23.25	-0.75	0.75	0.5	1.5	1.4838720865372	0.221322570617994	1.00006233603706	0.98531698787159	0.886953813050869
Logistic	1	23.45	-0.75	0.75	0.5	1.49999999999999	1.4840096191993	0.221338055502243	1.00003419938168	0.980156261049034	0.888074258682285
Logistic	1	23.6499999999999	-0.75	0.75	0.5	1.49999999999999	1.48414482619942	0.221353277349632	1.00000606272629	0.98451345728109	0.887024709732538
Logistic	1	23.8499999999999	-0.75	0.75	0.5	1.5	1.48427776602914	0.221368242805522	0.999992866281703	0.992529189660205	0.886684568731597
Logistic	1	24.0499999999999	-0.75	0.75	0.5	1.5	1.48440849523502	0.221382958293319	0.99998917275877	1.0010019672948	0.885937075324236
Logistic	1	24.2499999999999	-0.75	0.75	0.5	1.5	1.48453706849881	0.221397430023639	0.999985479235876	0.99852392263459	0.886644871192133
Logistic	1	24.4499999999999	-0.75	0.75	0.5	1.5	1.48466353871359	0.221411664003062	0.999993898834433	1.00074641423458	0.886353612290524
Logistic	1	24.6499999999999	-0.75	0.75	0.5	1.5	1.48478795705642	0.221425666042434	1.00000469468947	1.00701187867825	0.885932899834355
Logistic	1	24.8499999999999	-0.75	0.75	0.5	1.49999999999999	1.4849103730573	0.221439441764779	1.00000996913764	1.01313056384878	0.885760455999211
Logistic	1	25.0499999999999	-0.75	0.75	0.5	1.5	1.48503083466491	0.221452996612822	1.00002131270652	1.01073974752043	0.885948029367063
Logistic	1	25.2499999999999	-0.75	0.75	0.5	1.5	1.48514938830921	0.221466335856168	1.00002973339894	1.00653438312548	0.885927998646455
Logistic	1	25.4499999999999	-0.75	0.75	0.5	1.50000000000001	1.48526607896114	0.221479464598115	1.00000610695199	0.998223313156754	0.886818497609679
Logistic	1	25.6499999999999	-0.75	0.75	0.5	1.49999999999999	1.48538095018937	0.221492387782183	1.0000006541448	0.991267103789882	0.887154132585997
Logistic	1	25.8499999999999	-0.75	0.75	0.5	1.49999999999999	1.48549404421469	0.221505110198291	0.999990169127839	0.988695725143655	0.887188261988105
Logistic	1	26.0499999999999	-0.75	0.75	0.5	1.49999999999999	1.48560540196158	0.221517636488709	0.999973588136753	0.988113141232822	0.887820817071799
Logistic	1	26.2499999999999	-0.75	0.75	0.5	1.50000000000001	1.48571506310768	0.221529971153668	0.99995701912939	0.984374971512624	0.887835299519053
Logistic	1	26.4499999999999	-0.75	0.75	0.5	1.5	1.48582306613083	0.221542118556795	0.999940426154598	0.984973758795549	0.887623028262584
Logistic	1	26.6499999999999	-0.75	0.75	0.5	1.5	1.4859294483542	0.221554082930203	0.999923845163521	0.993323636048186	0.886412435905447
Logistic	1	26.8499999999999	-0.75	0.75	0.5	1.5	1.48603424598912	0.221565868379457	0.999909341775801	0.994679660472392	0.88619015887027
Logistic	1	27.0499999999999	-0.75	0.75	0.5	1.5	1.4861374941763	0.22157747888824	0.999890683181377	0.987084535780059	0.886219967462564
Logistic	1	27.2499999999999	-0.75	0.75	0.5	1.49999999999999	1.48623922702507	0.221588918322854	0.999882052145282	0.971627026452848	0.88816553969816
Logistic	1	27.4499999999999	-0.75	0.75	0.5	1.5	1.4863394776509	0.221600190436505	0.999885238058078	0.972241339279661	0.887749588951921
Logistic	1	27.6499999999999	-0.75	0.75	0.5	1.5	1.48643827821139	0.221611298873412	0.99987640655801	0.975068488327714	0.887378591747295
Logistic	1	27.8499999999999	-0.75	0.75	0.5	1.5	1.4865356599406	0.22162224717274	0.999873583764373	0.97166064786245	0.888197974030985
Logistic	1	28.0499999999999	-0.75	0.75	0.5	1.5	1.48663165318203	0.221633038772342	0.99987076097075	0.972222728691877	0.887844126435331
Logistic	1	28.2499999999999	-0.75	0.75	0.5	1.49999999999999	1.48672628742008	0.221643677012383	0.99986793817711	0.979351358296327	0.887436300171407
Logistic	1	28.4499999999999	-0.75	0.75	0.5	1.5	1.48681959131025	0.221654165138753	0.999865115383472	0.984591998772755	0.88664734299977
Logistic	1	28.6499999999999	-0.75	0.75	0.5	1.5	1.48691159270811	0.221664506306403	0.999876547859041	0.985729285034213	0.886559308963261
Logistic	1	28.8499999999999	-0.75	0.75	0.5	1.49999999999999	1.48700231869693	0.221674703582481	0.99989970612265	0.987998196837256	0.886848808622555
Logistic	1	29.0499999999999	-0.75	0.75	0.5	1.5	1.48709179561435	0.221684759949378	0.99992229214567	0.990344659699569	0.886628863283435
Logistic	1	29.2499999999999	-0.75	0.75	0.5	1.49999999999999	1.48718004907778	0.221694678307648	0.999945164288997	0.990606757038018	0.886689635232757
Logistic	1	29.4499999999999	-0.75	0.75	0.5	1.50000000000001	1.48726710400898	0.22170446147875	0.999961022387501	0.989377940004957	0.886462812195641
Logistic	1	29.6499999999999	-0.75	0.75	0.5	1.5	1.48735298465731	0.221714112207795	0.999979259883152	0.991096369924692	0.885875142715882
Logistic	1	29.8499999999999	-0.75	0.75	0.5	1.5	1.48743771462246	0.221723633166044	1.00001378071892	0.990058436302754	0.886184398107117
Logistic	1	30.0499999999999	-0.75	0.75	0.5	1.5	1.48752131687595	0.221733026953417	1.00002074013285	0.992618453657231	0.885686649385275
Logistic	1	30.2499999999999	-0.75	0.75	0.5	1.49999999999999	1.4876038137819	0.221742296100846	1.00001156067725	0.989979040772898	0.886392354467135
Logistic	1	30.4499999999999	-0.75	0.75	0.5	1.5	1.48768522711702	0.221751443072537	0.999988257596698	0.993294158079956	0.886007508591102
Logistic	1	30.6499999999999	-0.75	0.75	0.5	1.5	1.48776557808968	0.22176047026818	0.99996300342289	0.993544787908698	0.886330085824706
Logistic	1	30.8499999999999	-0.75	0.75	0.5	1.49999999999999	1.48784488735845	0.221769380025025	0.999937749249076	0.993369017841312	0.886257554073594
Logistic	1	31.0499999999999	-0.75	0.75	0.5	1.5	1.48792317504972	0.221778174619897	0.999912495075263	0.990140491823872	0.886223607878085
Logistic	1	31.2499999999999	-0.75	0.75	0.5	1.49999999999999	1.4880004607747	0.221786856271164	0.999910881715379	0.991113566869865	0.886040582878409
Logistic	1	31.4499999999999	-0.75	0.75	0.5	1.50000000000001	1.48807676364592	0.221795427140564	0.999917564449907	1.00082917659414	0.885730558239674
Logistic	1	31.6499999999999	-0.75	0.75	0.5	1.50000000000001	1.48815210229282	0.221803889335038	0.999922284881714	1.00250939720363	0.885272050968248
Logistic	1	31.8499999999999	-0.75	0.75	0.5	1.5	1.48822649487706	0.221812244908424	0.999930929918997	0.997426188802468	0.885251841807719
Logistic	1	32.0499999999999	-0.75	0.75	0.5	1.5	1.48829995910704	0.22182049586313	0.999928945576977	0.988849660890162	0.885801300864928
Logistic	1	32.2499999999999	-0.75	0.75	0.5	1.49999999999999	1.48837251225193	0.221828644151743	0.999919766121379	0.988951583444707	0.886247614046263
Logistic	1	32.4499999999999	-0.75	0.75	0.5	1.5	1.48844417115529	0.221836691678554	0.999910586665797	0.988330629193641	0.886565852812283
Logistic	1	32.6499999999999	-0.75	0.75	0.5	1.5	1.48851495224799	0.221844640301063	0.999901407210206	0.980134794613116	0.887971238959144
Logistic	1	32.8499999999999	-0.75	0.75	0.5	1.49999999999999	1.48858487156085	0.221852491831376	0.999892227754627	0.981594766577628	0.887155833476626
Logistic	1	33.0499999999999	-0.75	0.75	0.5	1.5	1.48865394473673	0.221860248037613	0.999888110997954	0.983252164574459	0.887317769296622
Logistic	1	33.2499999999999	-0.75	0.75	0.5	1.5	1.48872218704218	0.221867910645221	0.999896005237161	0.986350016364426	0.887086730221959
Logistic	1	33.4499999999999	-0.75	0.75	0.5	1.49999999999998	1.48878961337867	0.221875481338255	0.999901996025563	0.994693707969037	0.885847605544611
Logistic	1	33.6499999999999	-0.75	0.75	0.5	1.49999999999999	1.48885623829351	0.221882961760604	0.999907986813964	0.995367008158	0.886355775894267
Logistic	1	33.8499999999999	-0.75	0.75	0.5	1.49999999999999	1.48892207599021	0.221890353517198	0.999913977602355	0.997087399571719	0.886120421196251
Logistic	1	34.0499999999999	-0.75	0.75	0.5	1.49999999999999	1.48898714033866	0.221897658175148	0.999918147539737	0.994798312831705	0.886440787569917
Logistic	1	34.25	-0.75	0.75	0.5	1.5	1.4890514448848	0.221904877264844	0.999921777408259	0.997775792625471	0.886255991282142
Logistic	1	34.45	-0.75	0.75	0.5	1.49999999999999	1.48911500286007	0.22191201228104	0.999937740117752	0.999569389420505	0.885812048844863
Logistic	1	34.65	-0.75	0.75	0.5	1.5	1.4891778271905	0.221919064683871	0.999934617599677	0.996875180146668	0.886113913436558
Logistic	1	34.85	-0.75	0.75	0.5	1.5	1.4892399305054	0.221926035899858	0.999902291073464	0.998398261617355	0.88581968308115
Logistic	1	35.05	-0.75	0.75	0.5	1.5	1.48930132514588	0.221932927322876	0.999895035195662	0.99789481164535	0.885661097465397
Logistic	1	35.25	-0.75	0.75	0.5	1.5	1.48936202317304	0.221939740315059	0.999900598829503	1.00347563108699	0.885765241344113
Logistic	1	35.45	-0.75	0.75	0.5	1.5	1.48942203637579	0.221946476207723	0.999916408963739	1.00820733746143	0.88547094903552
Logistic	1	35.65	-0.75	0.75	0.5	1.49999999999998	1.48948137627853	0.22195313630223	0.999930486387566	1.00330865953954	0.885956400273515
Logistic	1	35.85	-0.75	0.75	0.5	1.5	1.48954005414863	0.221959721870794	0.999957104035101	1.00010661793739	0.886422811185734
Logistic	1	36.05	-0.75	0.75	0.5	1.5	1.48959808100332	0.221966234157348	0.999985432071565	0.997449168993345	0.886706413898054
Logistic	1	36.25	-0.75	0.75	0.5	1.5	1.4896554676168	0.221972674378275	0.999945060055839	0.993645776080448	0.886975488175483
Logistic	1	36.45	-0.75	0.75	0.5	1.5	1.48971222452682	0.221979043723193	0.999904842405187	0.996363062199532	0.886712798574161
Logistic	1	36.65	-0.75	0.75	0.5	1.50000000000001	1.48976836204115	0.221985343355682	0.999887528227206	1.00592912150253	0.886344683538016
Logistic	1	36.85	-0.75	0.75	0.5	1.5	1.4898238902438	0.22199157441399	0.999877360664017	1.01195418793051	0.885887636877945
Logistic	1	37.05	-0.75	0.75	0.5	1.49999999999999	1.48987881900106	0.221997738011719	0.999846121668648	1.01782091237998	0.885258691149148
Logistic	1	37.25	-0.75	0.75	0.5	1.5	1.48993315796742	0.222003835238478	0.999834158740416	1.01452395756899	0.885179239062729
